Arts & Entertainment,College & University,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Residence,Shop & Service,Travel & Transport
0.34615384615384615,0.0297029702970297,0.14545454545454545,0.06521739130434782,0.05357142857142857,0.13513513513513514,0.03333333333333333,0.06896551724137931,0.015151515151515152
0.038461538461538464,0.0297029702970297,0.2727272727272727,0.13043478260869565,0.17857142857142858,0.3063063063063063,0.16666666666666666,0.47413793103448276,0.022727272727272728
0.19230769230769232,1.0,0.3727272727272727,0.043478260869565216,0.23214285714285715,0.24324324324324323,0.0,0.1810344827586207,0.06060606060606061
0.11538461538461539,0.0297029702970297,0.3818181818181818,0.45652173913043476,0.21428571428571427,0.45045045045045046,0.36666666666666664,0.12931034482758622,0.06818181818181819
0.07692307692307693,0.0198019801980198,0.09090909090909091,0.043478260869565216,0.03571428571428571,0.02702702702702703,0.06666666666666667,0.05172413793103448,0.015151515151515152
0.07692307692307693,0.009900990099009901,0.42727272727272725,0.2608695652173913,0.375,0.5045045045045045,0.6,0.19827586206896552,0.3560606060606061
0.15384615384615385,0.0495049504950495,0.045454545454545456,0.08695652173913043,0.19642857142857142,0.27927927927927926,0.5333333333333333,0.1724137931034483,0.0984848484848485
0.038461538461538464,0.009900990099009901,0.17272727272727273,0.08695652173913043,0.03571428571428571,0.10810810810810811,0.03333333333333333,0.16379310344827586,0.03787878787878788
0.038461538461538464,0.009900990099009901,0.07272727272727272,0.13043478260869565,0.05357142857142857,0.04504504504504504,0.0,0.04310344827586207,0.0
0.3076923076923077,0.15841584158415842,0.35454545454545455,0.30434782608695654,0.5357142857142856,0.5315315315315315,0.4,1.0,0.08333333333333333
0.2692307692307693,0.09900990099009901,0.3090909090909091,0.2826086956521739,0.42857142857142855,0.6846846846846847,0.13333333333333333,0.3793103448275862,0.15909090909090912
0.15384615384615385,0.06930693069306931,0.34545454545454546,0.2826086956521739,0.1607142857142857,0.46846846846846846,0.3333333333333333,0.4224137931034483,0.4318181818181818
0.07692307692307693,0.06930693069306931,0.19999999999999998,0.06521739130434782,0.10714285714285715,0.07207207207207207,0.13333333333333333,0.04310344827586207,0.022727272727272728
0.15384615384615385,0.1683168316831683,0.33636363636363636,0.2608695652173913,0.23214285714285715,0.34234234234234234,0.06666666666666667,0.28448275862068967,0.17424242424242425
0.15384615384615385,0.07920792079207921,0.3727272727272727,0.717391304347826,0.5357142857142856,0.5765765765765766,0.36666666666666664,0.5086206896551724,0.8030303030303031
1.0,0.6138613861386139,0.5454545454545454,0.45652173913043476,0.4464285714285714,0.6306306306306306,0.4,0.8879310344827586,0.3106060606060606
0.07692307692307693,0.0,0.09999999999999999,0.10869565217391304,0.07142857142857142,0.24324324324324323,0.1,0.05172413793103448,0.015151515151515152
0.7307692307692308,0.0198019801980198,0.24545454545454545,0.08695652173913043,0.25,0.42342342342342343,0.5333333333333333,0.603448275862069,0.11363636363636363
0.15384615384615385,0.07920792079207921,0.13636363636363635,0.17391304347826086,0.05357142857142857,0.12612612612612611,0.0,0.034482758620689655,0.022727272727272728
0.38461538461538464,0.26732673267326734,0.8272727272727273,0.5652173913043478,0.48214285714285715,0.42342342342342343,0.06666666666666667,0.853448275862069,0.18181818181818182
0.038461538461538464,0.11881188118811882,0.2727272727272727,0.30434782608695654,0.21428571428571427,0.4144144144144144,0.26666666666666666,0.3706896551724138,0.09090909090909091
0.11538461538461539,0.297029702970297,0.03636363636363636,0.043478260869565216,0.05357142857142857,0.07207207207207207,0.13333333333333333,0.10344827586206896,0.06818181818181819
0.15384615384615385,0.06930693069306931,0.34545454545454546,0.2826086956521739,0.1607142857142857,0.46846846846846846,0.3333333333333333,0.4224137931034483,0.4318181818181818
0.11538461538461539,0.0297029702970297,0.3818181818181818,0.45652173913043476,0.21428571428571427,0.45045045045045046,0.36666666666666664,0.12931034482758622,0.06818181818181819
0.34615384615384615,0.6138613861386139,0.509090909090909,0.15217391304347827,0.39285714285714285,0.4774774774774775,0.36666666666666664,0.4224137931034483,0.2272727272727273
0.23076923076923078,0.0297029702970297,0.09999999999999999,0.043478260869565216,0.14285714285714285,0.08108108108108109,0.0,0.08620689655172414,0.022727272727272728
0.19230769230769232,0.15841584158415842,0.509090909090909,0.7391304347826086,0.7499999999999999,0.8828828828828829,0.5,0.5,0.4166666666666667
0.11538461538461539,0.0198019801980198,0.03636363636363636,0.0,0.017857142857142856,0.09009009009009009,0.1,0.09482758620689655,0.007575757575757576
0.07692307692307693,0.0297029702970297,0.33636363636363636,0.0,0.07142857142857142,0.05405405405405406,0.0,0.22413793103448276,0.022727272727272728
0.19230769230769232,0.05940594059405941,0.19999999999999998,0.13043478260869565,0.25,0.38738738738738737,0.5333333333333333,0.33620689655172414,0.08333333333333333
0.0,0.039603960396039604,0.045454545454545456,0.021739130434782608,0.03571428571428571,0.07207207207207207,0.1,0.04310344827586207,0.015151515151515152
0.2692307692307693,0.1683168316831683,0.5545454545454546,0.21739130434782608,0.5714285714285714,0.5405405405405406,0.7,0.9482758620689655,0.09090909090909091
0.6153846153846154,0.05940594059405941,0.6,0.6956521739130435,0.5535714285714285,0.6666666666666666,1.0,0.8879310344827586,0.2651515151515152
0.0,0.0495049504950495,0.12727272727272726,0.06521739130434782,0.03571428571428571,0.15315315315315314,0.1,0.10344827586206896,0.022727272727272728
0.2692307692307693,0.07920792079207921,0.2727272727272727,0.06521739130434782,0.05357142857142857,0.32432432432432434,0.3333333333333333,0.22413793103448276,0.022727272727272728
0.038461538461538464,0.009900990099009901,0.3181818181818182,0.13043478260869565,0.03571428571428571,0.40540540540540543,0.13333333333333333,0.10344827586206896,0.06060606060606061
0.42307692307692313,0.039603960396039604,0.2636363636363636,0.13043478260869565,0.08928571428571427,0.2882882882882883,0.23333333333333334,0.3275862068965517,0.06060606060606061
0.19230769230769232,0.0495049504950495,0.3,0.43478260869565216,0.5535714285714285,0.34234234234234234,0.7,0.28448275862068967,0.20454545454545453
0.5,0.05940594059405941,0.22727272727272727,1.0,0.375,0.46846846846846846,0.16666666666666666,0.48275862068965514,0.06060606060606061
0.15384615384615385,0.06930693069306931,0.34545454545454546,0.2826086956521739,0.1607142857142857,0.46846846846846846,0.3333333333333333,0.4224137931034483,0.4318181818181818
0.3076923076923077,0.33663366336633666,0.34545454545454546,0.2826086956521739,0.19642857142857142,0.5045045045045045,0.43333333333333335,0.48275862068965514,0.4545454545454546
0.11538461538461539,0.0297029702970297,0.3818181818181818,0.45652173913043476,0.21428571428571427,0.45045045045045046,0.36666666666666664,0.12931034482758622,0.06818181818181819
0.11538461538461539,0.0495049504950495,0.03636363636363636,0.021739130434782608,0.017857142857142856,0.036036036036036036,0.03333333333333333,0.04310344827586207,0.007575757575757576
0.3076923076923077,0.15841584158415842,0.35454545454545455,0.30434782608695654,0.5357142857142856,0.0,0.4,1.0,0.08333333333333333
0.2692307692307693,0.5346534653465347,0.42727272727272725,0.8478260869565217,0.35714285714285715,0.9819819819819819,0.3333333333333333,0.7413793103448276,0.393939393939394
0.11538461538461539,0.0297029702970297,0.3818181818181818,0.45652173913043476,0.21428571428571427,0.45045045045045046,0.36666666666666664,0.12931034482758622,0.06818181818181819
0.15384615384615385,0.039603960396039604,0.0,0.08695652173913043,0.07142857142857142,0.32432432432432434,0.03333333333333333,0.0,0.045454545454545456
0.038461538461538464,0.0,0.03636363636363636,0.021739130434782608,0.017857142857142856,0.0990990990990991,0.0,0.04310344827586207,0.015151515151515152
0.46153846153846156,0.8415841584158416,0.8181818181818181,0.5217391304347826,0.23214285714285715,0.6126126126126126,0.36666666666666664,0.5172413793103449,0.36363636363636365
0.11538461538461539,0.09900990099009901,0.509090909090909,0.08695652173913043,0.08928571428571427,0.38738738738738737,0.0,0.5603448275862069,0.13636363636363635
0.15384615384615385,0.3069306930693069,0.36363636363636365,0.17391304347826086,0.05357142857142857,0.2972972972972973,0.1,0.41379310344827586,0.24242424242424243
0.11538461538461539,0.0495049504950495,0.40909090909090906,0.2608695652173913,0.14285714285714285,0.5675675675675675,0.13333333333333333,0.25,0.06060606060606061
0.11538461538461539,0.09900990099009901,0.24545454545454545,0.08695652173913043,0.125,0.4774774774774775,0.43333333333333335,0.3275862068965517,0.09090909090909091
0.15384615384615385,0.594059405940594,0.22727272727272727,0.3695652173913043,0.17857142857142858,0.35135135135135137,0.16666666666666666,0.3189655172413793,0.3712121212121212
0.15384615384615385,0.37623762376237624,0.2909090909090909,0.17391304347826086,0.14285714285714285,0.34234234234234234,0.5,0.3448275862068966,0.0984848484848485
0.19230769230769232,0.5841584158415841,0.33636363636363636,0.6739130434782609,0.5178571428571428,0.8468468468468469,0.3333333333333333,0.6637931034482758,0.28030303030303033
0.11538461538461539,0.0297029702970297,0.3818181818181818,0.45652173913043476,0.21428571428571427,0.45045045045045046,0.36666666666666664,0.12931034482758622,0.06818181818181819
0.07692307692307693,0.1386138613861386,0.05454545454545454,0.13043478260869565,0.05357142857142857,0.05405405405405406,0.0,0.08620689655172414,0.015151515151515152
0.3076923076923077,0.15841584158415842,0.35454545454545455,0.30434782608695654,0.5357142857142856,0.5315315315315315,0.4,1.0,0.08333333333333333
0.3076923076923077,0.24752475247524752,0.2909090909090909,0.30434782608695654,0.375,0.6306306306306306,0.4,0.24137931034482757,0.15151515151515155
0.11538461538461539,0.0198019801980198,0.34545454545454546,0.08695652173913043,0.17857142857142858,0.36036036036036034,0.43333333333333335,0.3793103448275862,0.17424242424242425
0.15384615384615385,0.1386138613861386,0.44545454545454544,0.08695652173913043,0.07142857142857142,0.6306306306306306,0.03333333333333333,0.9224137931034483,1.0
0.11538461538461539,0.07920792079207921,0.45454545454545453,0.15217391304347827,0.03571428571428571,0.1981981981981982,0.06666666666666667,0.4568965517241379,0.06818181818181819
0.11538461538461539,0.039603960396039604,0.3818181818181818,0.10869565217391304,0.25,0.21621621621621623,0.2,0.5,0.07575757575757576
0.23076923076923078,0.0297029702970297,0.2909090909090909,0.08695652173913043,0.17857142857142858,0.13513513513513514,0.26666666666666666,0.1810344827586207,0.03787878787878788
0.5,0.05940594059405941,0.22727272727272727,1.0,0.375,0.46846846846846846,0.16666666666666666,0.48275862068965514,0.06060606060606061
0.15384615384615385,0.0198019801980198,0.13636363636363635,0.13043478260869565,0.08928571428571427,0.11711711711711711,0.13333333333333333,0.02586206896551724,0.022727272727272728
0.5384615384615385,0.08910891089108912,0.2727272727272727,0.2391304347826087,0.33928571428571425,0.3783783783783784,0.6,0.49137931034482757,0.1212121212121212
0.07692307692307693,0.0297029702970297,0.24545454545454545,0.08695652173913043,0.17857142857142858,0.24324324324324323,0.23333333333333334,0.27586206896551724,0.06818181818181819
0.3076923076923077,0.39603960396039606,0.33636363636363636,0.2608695652173913,0.19642857142857142,0.5045045045045045,0.43333333333333335,0.48275862068965514,0.46212121212121215
0.2692307692307693,0.0198019801980198,0.44545454545454544,0.17391304347826086,0.0,0.5495495495495496,0.06666666666666667,0.4224137931034483,0.16666666666666669
0.3076923076923077,0.15841584158415842,0.35454545454545455,0.30434782608695654,0.5357142857142856,0.5315315315315315,0.4,1.0,0.08333333333333333
0.038461538461538464,0.0198019801980198,0.20909090909090908,0.13043478260869565,0.17857142857142858,0.25225225225225223,0.4666666666666667,0.24137931034482757,0.06060606060606061
0.038461538461538464,0.0297029702970297,0.07272727272727272,0.08695652173913043,0.03571428571428571,0.05405405405405406,0.13333333333333333,0.09482758620689655,0.015151515151515152
0.19230769230769232,0.0198019801980198,0.3909090909090909,0.08695652173913043,0.10714285714285715,0.2702702702702703,0.16666666666666666,0.5,0.015151515151515152
0.2692307692307693,0.0495049504950495,0.11818181818181818,0.06521739130434782,0.05357142857142857,0.04504504504504504,0.16666666666666666,0.05172413793103448,0.007575757575757576
